FullName,ExecutiveTitle,Company,City,State,PostalCode,ISICDivision,IndustryDescription,Sales,Assets,Employees
Yao Zhong Zhi,Director,Eging Photovoltaic Technology Co Ltd,Changzhou,Jiangsu,213213,26,"Manufacture of computer, electronic and optical products",527405.3,865387.9,2279
Yao Zuowei,Independent Director,Guangdong Macro Co Ltd,Foshan,Guangdong,528333,27,Manufacture of electrical equipment,632452.1,630003.4,4192
Yao Zuowei,Independent Director,Guangdong Golden Dragon Development Inc,Qingyuan,Guangdong,511518,36,"Water collection, treatment and supply",184465.1,2451221,1295
Yaowen Zhu,Chairman,Goldleaf Jewelry Co Ltd,Beijing,Beijing,100027,46,"Wholesale trade, except of motor vehicles and motorcycles",1677120,461195.4,1416
Yap Ching Chai Mircle,Non-Executive Independent Director,JQW PLC,Yangzhou,Jiangsu,225000,63,Information service activities,127229.8,77406.1,443
Yap Koi Ming,Independent Director,Sino Agro Food Inc,Guangzhou,Guangdong,510610,46,"Wholesale trade, except of motor vehicles and motorcycles",404334.4,532686.9,556
Yasuo Kawa,Chairman,"Shanghai Luxiang Tongkuo Trading Co., Ltd.",Shanghai,Shanghai,200336,46,"Wholesale trade, except of motor vehicles and motorcycles",2534.9,702.7,7
Yau Ming Kim,Independent Non-Executive Director,Parkson Retail Group Limited,Shanghai,Shanghai,200051,47,"Retail trade, except of motor vehicles and motorcycles",734267.3,2247983,9254
Yayama Mahito,Chairman,"Dalian Fuzhi Accuracy Machinery Co., Ltd.",Dalian,Liaoning,116100,95,Repair of computers and personal and household goods,9076.1,657.4,60
Yazaki Yasuhiko,Chairman,"Tianjin Yazaki Automotive Parts Co., Ltd.",Tianjin,Tianjin,300457,26,"Manufacture of computer, electronic and optical products",323346,184470.8,900
Ye Bin,Director,Dingli Communications Corp Ltd,Zhuhai,Guangdong,519085,62,"Computer programming, consultancy and related activities",72563.5,382247.8,1510
Ye Bin,Director,"XIAMEN ACAD. OF BUIL. RES. GRO. CO.,LTD.",Xiamen,Fujian,361004,23,Manufacture of other non-metallic mineral products,290413.8,392346.6,2011
Ye Channa,Chairman,"Shanghai Yiyuan Industry Co., Ltd.",Shanghai,Shanghai,200437,46,"Wholesale trade, except of motor vehicles and motorcycles",11662.1,7584.7,25
Ye Chaosheng,Director,"Suzhou Fototek Technology Co., Ltd.",Suzhou,Jiangsu,215122,20,Manufacture of chemicals and chemical products,1704,1416.9,27
Ye Chenghai,Chairman of the Board,Shenzhen Salubris Pharmaceuticals Co Ltd,Shenzhen,Guangdong,518040,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,467895.3,744448.5,3054
Ye Chengzhi,Chairman,"Yantian International Container Terminals Co., Ltd.",Shenzhen,Guangdong,518081,52,Warehousing and support activities for transportation,261274.1,1216290,1000
Ye Chun,Director,"China Sports Industry Group Co., Ltd.",Beijing,Beijing,100020,41,Construction of buildings,186928.1,587666,1048
Ye Danian,Board Member,Jintai Mining Group Inc,Hechi,Guangxi,547100,7,Mining of metal ores,35027.6,39541.6,621
Ye De Ren,Chairman,"Fuzhou Galaxy Electronic Co., Ltd.",Fuzhou,Fujian,350009,46,"Wholesale trade, except of motor vehicles and motorcycles",40674.1,31054.5,10
Ye Deyin,Chairman,"Shanghai Xingsheng Steel Development Co., Ltd.",Shanghai,Shanghai,200433,46,"Wholesale trade, except of motor vehicles and motorcycles",96908,73123.3,40
Ye Dingcheng,Independent Director,Chengdu Guibao,Chengdu,Sichuan,610041,20,Manufacture of chemicals and chemical products,89191.8,131342.5,495
Ye Diqi,Independent Non-Executive Director,Ping An Insurance (Grp) Co of China Ltd,Shenzhen,Guangdong,518048,65,"Insurance, reinsurance and pension funding, except compulsory social security",64039120,646050112,235999
Ye Dongwen,Independent Director,PCI-Suntek Technology Co Ltd,Guangzhou,Guangdong,510665,62,"Computer programming, consultancy and related activities",367610.8,426968.3,1141
Ye Fan,Chairman,"Suns Electric (Zhangzhou) Co., Ltd.",Zhangzhou,Fujian,363118,27,Manufacture of electrical equipment,4745.3,3850.8,200
Ye Fangming,Director,"Wuhan Sanzhen Industry Holding Co., Ltd",Wuhan,Hubei,430062,37,Sewerage,191239.9,1209670,1048
Ye Fuliang,Independent Director,"ZJ GUOLIAN AQUATIC PRODUCTS CO.,LTD.",Zhanjiang,Guangdong,524022,3,Fishing and aquaculture,345626.6,443346.2,3160
Ye Guoqing,Director,Guangdong Biolight Meditech Co Ltd,Zhuhai,Guangdong,519085,32,Other manufacturing,46907.9,83702.3,725
Ye Haiping,Chairman,"Shanghai Haojin Steel Trade Co., Ltd.",Shanghai,Shanghai,200437,46,"Wholesale trade, except of motor vehicles and motorcycles",80182.8,12276.8,13
Ye Huitang,Vice Chairman of the Board,"Guangdong Zhongsheng Pharm Co.,Ltd.",Dongguan,Guangdong,523325,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,212391.3,371958.2,1896
Ye Jianmu,Independent Director,Hubei Jumpcan Pharmaceutical Co Ltd,Taizhou,Hubei,225441,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,484738.3,541513,3580
Ye Jianqiao,Chairman of the Board,Chongqing Three Gorges Water Conservancy,Chongqing,Chongqing,404000,35,"Electricity, gas, steam and air conditioning supply",210657.5,581726,1912
Ye Jianqiao,Chairman,Chongqing Three Gorges Water Conservancy And Electric Power Co.Ltd,Chongqing,Chongqing,404000,35,"Electricity, gas, steam and air conditioning supply",304461.5,580984.1,2033
Ye Jianqiao,Director,Qianjiang Water Resources Development Co,Hangzhou,Zhejiang,310013,36,"Water collection, treatment and supply",130335.4,689769,1911
Ye Jianqiao,Vice Chairman of the Board,"Sichuan Minjiang Hydropower Co., Ltd",Chengdu,Sichuan,611830,35,"Electricity, gas, steam and air conditioning supply",134690.7,367020.1,809
Ye Jianyong,Director,ShenZhen Zero-Seven Co Ltd,Shenzhen,Guangdong,518031,55,Accommodation,32154.2,109815.7,606
Ye Jianzhong,Chairman,"Zhaoqing Fenghua Machinery And Electronic Import & Export Co., Ltd.",Zhaoqing,Guangdong,526040,46,"Wholesale trade, except of motor vehicles and motorcycles",21080.6,9933.4,40
Ye Jinfeng,Director,Pubang Landscape Architecture Co Ltd,Guangzhou,Guangdong,510627,81,Services to buildings and landscape activities,513054.2,884726,2512
Ye Jing,Director,Zhejiang Crystal Optech Co Ltd,Taizhou,Zhejiang,318015,26,"Manufacture of computer, electronic and optical products",158617.4,289992.3,2189
Ye Jinsheng,Director,Ningbo Fuda Company Limited,Ningbo,Zhejiang,315000,41,Construction of buildings,858144.3,3017382,2164
Ye Jinshou,Director,"Zhejiang Taiyu Water Treatment Science And Technology Co., Ltd.",Wenzhou,Zhejiang,325600,27,Manufacture of electrical equipment,2305.9,3583.4,150
Ye Jun,Director,Bank of Shanghai Co Ltd,Shanghai,Shanghai,200120,64,"Financial service activities, except insurance and pension funding",3565105,161277792,4900
Ye Jun,Director,"Shenzhen Seg Co., Ltd.",Shenzhen,Guangdong,518028,47,"Retail trade, except of motor vehicles and motorcycles",122127.9,428943.9,407
Ye Jun,Director,"Shenzhen Yusheng Electronic Plastic Co., Ltd.",Shenzhen,Guangdong,518102,26,"Manufacture of computer, electronic and optical products",4319.3,10247,360
Ye Jun,Non-Executive Director,Hua Hong Semiconductor Ltd,Shanghai,Shanghai,201203,26,"Manufacture of computer, electronic and optical products",664586,1990069,3700
Ye Jun,Chairman,"Tbea Shenyang Transformer Group Co., Ltd.",Shenyang,Liaoning,110025,27,Manufacture of electrical equipment,8633.1,1737.6,46
Ye Kai,Chairman of the Board,"Shanghai Yuyuan Tourist Mart Co.,Ltd",Shanghai,Shanghai,200010,47,"Retail trade, except of motor vehicles and motorcycles",3108794,2230570,4242
Ye Kelin,Independent Director,Sichuan Shengda Forestry Industry Co Ltd,Chengdu,Sichuan,610016,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",121381,321123.1,1163
Ye Lianfeng,Chairman,"Shanghai Xingqi Information Technology Co., Ltd.",Shanghai,Shanghai,201800,62,"Computer programming, consultancy and related activities",27,208.8,8
Ye Long Fei,Independent Non-Executive Director,Hua Hong Semiconductor Ltd,Shanghai,Shanghai,201203,26,"Manufacture of computer, electronic and optical products",664586,1990069,3700
Ye Maike,Director,"Bank of Beijing Co.,Ltd.",Beijing,Beijing,100033,64,"Financial service activities, except insurance and pension funding",6097511,245852400,10401
Ye Mao,Chairman,"Shanghai Guangzhao Wanmu Materials Co., Ltd.",Shanghai,Shanghai,200434,46,"Wholesale trade, except of motor vehicles and motorcycles",30704.1,40110.4,12
Ye Maojing,Chairman of the Board,"Shanghai Tianchen Co., Ltd",Shanghai,Shanghai,200336,68,Real estate activities,5975.5,138752.7,624
Ye Miao,Director,Weishan County Water Affairs Company,Jining,Shandong,277600,36,"Water collection, treatment and supply",533.3,4070.2,130
Ye Minggang,Chairman,"Shanghai Gonglian Communication Information Development Co., Ltd.",Shanghai,Shanghai,200062,61,Telecommunications,141273.6,37381.4,782
Ye Minghua,Chairman of the Board,North Electro-Optic Co Ltd,Xi'an,Shaanxi,710043,30,Manufacture of other transport equipment,298016.9,472128.3,2911
Ye Mingzhu,Independent Director,Fujian Start Group Co Ltd,Fuzhou,Fujian,350002,46,"Wholesale trade, except of motor vehicles and motorcycles",31657,254118.4,409
Ye Qingyou,"Chairman, Legal Representative","Fuda Aluminum (Changshu) Co., Ltd.",Suzhou,Jiangsu,215500,29,"Manufacture of motor vehicles, trailers and semi-trailers",13821.8,2646.8,50
Ye Rong Yao,Director,"Guangdong Baolihua New Energy Stock Co.,",Guangzhou,Guangdong,510620,35,"Electricity, gas, steam and air conditioning supply",762409.1,1541068,1064
Ye Senran,Chairman,"Red Board (Jiangxi) Co., Ltd.",Ji'an Region,Jiangxi,343100,26,"Manufacture of computer, electronic and optical products",110146.7,155750.6,1000
Ye Shengxing,Chairman of the Board,"Anytek Electronic Technology (Shenzhen) Co., Ltd.",Shenzhen,Guangdong,518117,26,"Manufacture of computer, electronic and optical products",23584.9,11170.6,500
Ye Shijian,Chairman,"Huaxiangfei Building Decoration Engineering Co., Ltd.",Beijing,Beijing,100025,43,Specialized construction activities,122.4,11271,50
Ye Shizhong,Vice Chairman,"Taizhou Huili Electronic Material Co., Ltd.",Taizhou,Jiangsu,225327,20,Manufacture of chemicals and chemical products,5634.2,11032.2,63
Ye Shuli,Independent Director,Sainty Marine Corp Ltd,Nanjing,Jiangsu,210012,30,Manufacture of other transport equipment,488184.2,1516102,1188
Ye Shuli,Independent Director,Beijing Honggao Cretv Constn Dsgn Co Ltd,Beijing,Beijing,100012,26,"Manufacture of computer, electronic and optical products",504870.3,414510.4,696
Ye Sulan,Director,Ping An Bank Co Ltd,Shenzhen,Guangdong,518001,64,"Financial service activities, except insurance and pension funding",12365290,352619488,35850
Ye Tan,Independent Director,Hangzhou Tian-Mu-Shan Pharm. Enterp. Co,Hangzhou,Zhejiang,311300,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,24140.6,46066.9,667
Ye Weigang,Non-Executive Director,Sun.King Power Electronics Group Ltd,Beijing,Beijing,101300,26,"Manufacture of computer, electronic and optical products",83965.5,219683.5,581
Ye Weilin,Chairman,"Zhejiang Huacheng Pharmaceutical Co., Ltd.",Jinhua,Zhejiang,322204,46,"Wholesale trade, except of motor vehicles and motorcycles",377.2,964.8,40
Ye Weilong,Director,China COSCO Holdings Company Limited,Tianjin,Tianjin,300461,50,Water transport,10859080,23995740,37027
Ye Weilong,Chairman,"COSCO Container Lines Co., Ltd.",Shanghai,Shanghai,200080,50,Water transport,10898240,24237640,3000
Ye Weiming,Independent Director,Zhuhai Winbase Intl Chmcl Tnk Trml CoLtd,Zhuhai,Guangdong,519050,52,Warehousing and support activities for transportation,28314.7,198682.2,411
Ye Weiming,Independent Director,Guangdong No.2 Hydropower Engn. Co. Ltd.,Guangzhou,Guangdong,511340,42,Civil engineering,974285.6,2033282,3527
Ye Weiming,Independent Director,Gosuncn Technology Group Co Ltd,Guangzhou,Guangdong,510530,26,"Manufacture of computer, electronic and optical products",119679.7,269148.3,1056
Ye Weiqing,Director,Baocheng Investment Co Ltd,Shenzhen,Guangdong,518023,46,"Wholesale trade, except of motor vehicles and motorcycles",12011.1,25544.5,23
Ye Xiang,Independent Director,"Shenzhen Shenxin Taifeng Group Co.,Ltd.",Shenzhen,Guangdong,518101,10,Manufacture of food products,82627.2,74455.2,1078
Ye Xiangen,Independent Director,"Zhejiang Nanyang Technology Co.,Ltd.",Taizhou,Zhejiang,318000,26,"Manufacture of computer, electronic and optical products",113559,457839.4,981
Ye Xianyu,Director,Zhejiang Firstar Panel Technology Co Ltd,Taizhou,Zhejiang,318015,26,"Manufacture of computer, electronic and optical products",272426.5,491015,3404
Ye Xiaobin,Chairman,"Shenzhen Victory Industrial Co., Ltd.",Shenzhen,Guangdong,518115,26,"Manufacture of computer, electronic and optical products",31446.3,29128,650
Ye Xiaofeng,Independent Director,"Longjian Road & Bridge Co., Ltd.",Haerbin,Heilongjiang,150009,42,Civil engineering,904024.8,1103514,4802
Ye Xiaoping,Director,Coland Holdings Ltd,Shanghai,Shanghai,201203,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,72733.1,139381.4,305
Ye Xiaozhen,Chairman,"Zhuhai Lianjin Trading Co., Ltd.",Zhuhai,Guangdong,519000,46,"Wholesale trade, except of motor vehicles and motorcycles",2041.2,124.9,15
Ye Xiongwei,Director,"Zhenghe Jinhe Hydro Power Co., Ltd.",Nanping,Fujian,353600,35,"Electricity, gas, steam and air conditioning supply",831.5,11939.1,60
Ye Yanqing,Chairman,"Suzhou Jutai Automation Equipment Co., Ltd.",Suzhou,Jiangsu,215000,46,"Wholesale trade, except of motor vehicles and motorcycles",3428.6,1977.6,14
Ye Yansheng,Independent Director,Datang Intl Power Generation Co Ltd,Beijing,Beijing,100033,35,"Electricity, gas, steam and air conditioning supply",11393570,49596412,23133
Ye Yingcheng,Director,"Shanghai Pudong Yacheng Automobile Fittings Co., Ltd.",Shanghai,Shanghai,201209,29,"Manufacture of motor vehicles, trailers and semi-trailers",3769.4,6480.5,62
Ye Yongcheng,Director,Guangdong Provincial Expressway Develop.,Guangzhou,Guangdong,510623,52,Warehousing and support activities for transportation,236176.7,2018106,1467
Ye Yongfu,Independent Director,Wuxi Commercial Mansion Grand Orient Co,Wuxi,Jiangsu,214001,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,1388387,736796.7,3902
Ye Yongfu,Independent Director,Wuxi Little Swan Company Limited,Wuxi,Jiangsu,214028,27,Manufacture of electrical equipment,1753682,1834784,8497
Ye Yonghui,Director,"Hebei Jionto Energy Investment Co., Ltd.",Shijiazhuang,Hebei,50011,35,"Electricity, gas, steam and air conditioning supply",1962009,2967939,670
Ye Yonghui,Director,"Jointo Energy Investment Co.,Ltd. Hebei",Shijiazhuang,Hebei,50051,35,"Electricity, gas, steam and air conditioning supply",1767790,4074805,4588
Ye Yonglin,Director,"Guangzhou Suijing Passenger Car Manufacturing Co., Ltd.",Guangzhou,Guangdong,511370,29,"Manufacture of motor vehicles, trailers and semi-trailers",1177.5,4641.6,23
Ye Yongmao,Independent Director,Skyworth Digital Co Ltd,Shenzhen,Guangdong,518057,20,Manufacture of chemicals and chemical products,568366.5,630549.3,2724
Ye Yongmao,Independent Director,"Xinxiang Chemical Fiber Co., Ltd.",Xinxiang,Henan,453011,20,Manufacture of chemicals and chemical products,461104,720658.6,7288
Ye You Yang,Chairman of the Board,"Tengda Construction Group Co., Ltd.",Taizhou,Zhejiang,318050,42,Civil engineering,472908.6,913013.9,3299
Ye Yueheng,Director,Zhejiang NHU Company Ltd.,Shaoxing,Zhejiang,312500,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,675912,1471428,5613
Ye Yuhuang,Director,Fuchun Communications Co Ltd,Fuzhou,Fujian,350003,82,"Office administrative, office support and other business support activities",36175.4,89524.5,814
Ye Yunshou,Chairman of the Board,Starway Bio-technology Co Ltd,Dongguan,Guangdong,523722,1,"Crop and animal production, hunting and related service activities",49967.3,129664.3,1426
Ye Ze,Independent Director,Aier Eye Hospital Group Co Ltd,Changsha,Hunan,410015,86,Human health activities,389887.4,411318.7,7929
Ye Ze,Independent Director,"Datang Huayin Electric Power Co., Ltd.",Changsha,Hunan,410007,35,"Electricity, gas, steam and air conditioning supply",1008043,2482206,4781
Ye Zheng,Non-Executive Independent Director,SINOPEC Engineering Group Co Ltd,Beijing,Beijing,100101,41,Construction of buildings,8009570,8399902,18497
Ye Zhi Liang,Director,Xiamen C&D Inc.,Xiamen,Fujian,361008,46,"Wholesale trade, except of motor vehicles and motorcycles",19627870,15082910,10563
Ye Zhijian,Chairman,"Wenzhou Hesheng Electronic Co., Ltd.",Wenzhou,Zhejiang,325609,26,"Manufacture of computer, electronic and optical products",1834.9,2334.4,61
Ye Zhizhen,Independent Director,HC SemiTek Corp,Wuhan,Hubei,430223,26,"Manufacture of computer, electronic and optical products",114607.4,609384.1,2402
Ye Zhongxiao,Director,Shenzhen Yan Tian Port Holdings Co. Ltd.,Shenzhen,Guangdong,518081,52,Warehousing and support activities for transportation,48832.5,1100850,537
Ye Zijiang,Independent Director,Boai NKY Pharmaceuticals Ltd,Jiaozuo,Henan,454450,20,Manufacture of chemicals and chemical products,41121.3,76545.5,292
Ye Zuguang,Independent Director,Shanxi Zhendong Pharmaceutical,Changzhi,Shanxi,47100,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,311560.5,460976.5,3416
Ye Zuguang,Independent Director,Shijiazhuang Yiling Pharmaceutical,Shijiazhuang,Hebei,50035,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,474146.5,820549,4634
Ye Zuguang,Independent Director,Tianjin Chase Sun Pharmaceutical Co Ltd,Tianjin,Tianjin,301700,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,464797.5,490823.4,918
Ye Zuguang,Independent Director,Tibet Cheezheng Tibetan Med Co Ltd,Linzhi,Xizang,860000,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,154216,288985.2,1631
Yee Barklee,Chairman,"Guangzhou Wenhong Cabled Tv Devices Co., Ltd.",Guangzhou,Guangdong,510760,26,"Manufacture of computer, electronic and optical products",2749,8810,99
Yeh Nan-Horng,Director,"Actions Semiconductor Co., Ltd.",Zhuhai,Guangdong,519085,26,"Manufacture of computer, electronic and optical products",50260,284680,657
Yeju Lin,Chairman and Non-Executive Director,China Yuanbang Property Holdings Ltd.,Guangzhou,Guangdong,510430,41,Construction of buildings,71899.3,784828.4,161
Yeo Joo Seng Leslie,Vice Chairman,"Siix (Shanghai) Co., Ltd.",Shanghai,Shanghai,200137,46,"Wholesale trade, except of motor vehicles and motorcycles",78713,33255.4,50
Yeung Chi Tat,Independent Non-Executive Director,Boer Power Holdings Ltd,Wuxi,Jiangsu,214187,27,Manufacture of electrical equipment,332494,660793.7,1271
Yeung Ka-Keung,Independent Director,The9 Limited,Shanghai,Shanghai,201203,82,"Office administrative, office support and other business support activities",10562.4,84273.2,498
Yeung Koon Sang,Lead Non-Executive Independent Director,Ace Achieve Infocom Limited,Beijing,Beijing,100101,61,Telecommunications,37995.6,133109,155
Yeung On Kwok,"Executive Chairman of the Board, Independent Non-Executive Director",Country Garden Holdings Company Limited,Foshan,Guangdong,528312,41,Construction of buildings,13723510,43226692,57357
Yeung On Kwok,Independent Director,Trina Solar Limited (ADR),Changzhou,Jiangsu,213031,26,"Manufacture of computer, electronic and optical products",2286119,3199566,14280
Yeung Wai Keung,Independent Director,China Biologic Products Inc,Beijing,Beijing,100125,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,243251.7,446847.1,1684
Yi Baohou,Chairman of the Board,Shanghai Datun Energy Resources Co. Ltd.,Shanghai,Shanghai,200120,5,Mining of coal and lignite,1030964.9,2263576,20424
Yi Chong,Director,"Zhuhai Nanker Integrated Electronics Co., Ltd.",Zhuhai,Guangdong,519020,26,"Manufacture of computer, electronic and optical products",7506.2,35746.9,359
Yi Chongqin,Director,PKU HealthCare Corp Ltd,Chongqing,Chongqing,401121,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,367775.3,743809.8,2905
